User,Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
MThai,14.02.20 10:19,"อัปเดต #COVID19 - 14/02/2563 17.00

ทางการไต้หวัน ประกาศตามหาตัวชาวฮ่องกง 3 รายที่หนีออกจากสถานที่กักโรค โดยได้มีการประกาศชื่อให้ชาวไต้หวันช่วยตามหา",,https://www.twitter.com/user/status/1228262381735661568,5281,1120,2815.59
KKMPutrajaya,14.02.20 09:57,"Empat lagi pesakit #COVID19 yang dirawat di Hosp. Sg Buloh telah sembuh sepenuhnya dan discaj hari ini, 14 Feb. 

Mereka dari satu keluarga iaitu kes pertama, kes-2, kes-3 dan kes-5. 

Four more cases have been recovered and discharged today,  bringing a total of 7. https://t.co/cdmrWB3mab",,https://www.twitter.com/user/status/1228256838325428225,3090,2631,736.2
Buku_Buku_bou,14.02.20 02:19,"武漢に入る20代看護師達
髪が長いと負担になるから坊主になった。
中国政府に対する意見は関係なく、医療関係者が本当に頑張ってると思う。
どうか無事に
Wish you safe home again!
#covid19 
#wuhan 
#Coronavius 
#nurse 
#武漢肺炎 
#医療関係者
#prayforyou 
#PrayForWuhan 
*photo:singtodaily https://t.co/Wqh39e1Ptz",,https://www.twitter.com/user/status/1228141690206081026,4441,13817,0.06
The Spectator Index,14.02.20 00:24,BREAKING: Coronavirus death toll reaches 1483,,https://www.twitter.com/user/status/1228112823118512128,1780,3811,2598.05
Jeremy Corbyn,13.02.20 23:03,"It's disgraceful that the Chinese community have faced increased racism and over 50% business losses since the coronavirus outbreak. I've come to Chinatown here in Manchester, a city that has been twinned with Wuhan for 33 years. We stand in solidarity with the Chinese community. https://t.co/hJpRSQ9B3l",,https://www.twitter.com/user/status/1228092392521244678,4852,32317,5333.06
Secretary Pompeo,13.02.20 21:59,The U.S. is deeply concerned about the vulnerability of the North Korean people to a #coronavirus outbreak. We strongly support and encourage the work of U.S. and international aid and health organizations to counter and contain the spread of coronavirus in the #DPRK.,,https://www.twitter.com/user/status/1228076148472655875,2142,7884,2875.17
Principia Marsupia,13.02.20 20:55,"Mientras hablamos del coronavirus, una epidemia para la que sí existe vacuna ha matado a más de 4.000 niños en la República Democrática del Congo.

La OMS lleva meses pidiendo ayuda, pero la situación se ha perdido en el olvido. 

(HILO / 👇) https://t.co/5HIGWIel7N",,https://www.twitter.com/user/status/1228060178916007939,2815,2451,462.43
Steve Warner ✘,13.02.20 18:42,JUST NORMAL EVERY DAY REGULAR FLU SPRAYING GO BACK TO WORK #coronavirus https://t.co/1HeCszNbXh,,https://www.twitter.com/user/status/1228026632457289732,2051,3796,8.52
💚🅿️eter GⓂ️💚,13.02.20 18:33,"Que coronavirus ni que pollas, la expulsión de Fekir, coño!!! https://t.co/7q4MACEn0F",,https://www.twitter.com/user/status/1228024470583095296,3790,7356,2.96
Damian,13.02.20 18:00,In honor of the coronavirus reaching San Antonio https://t.co/6vim5Muj76,,https://www.twitter.com/user/status/1228016100488753153,4895,12394,0.62
The Mrs.,13.02.20 16:36,"What if [they] are trying to kill off as many people as possible, anyhow [they] can, while [they] still can... what if it’s [their] last stand?#coronavirus #CoronavirusOutbreak #BillGates #QAnon #TheGreatAwakeing @realDonaldTrump @StormIsUponUs @Jordan_Sather_ #ThesePeopleAreSick https://t.co/xLZbTkQGtm",,https://www.twitter.com/user/status/1227994919052161025,2847,3256,62.84
Kamala Harris,13.02.20 16:11,"Yesterday we had a Homeland Security committee meeting to discuss the coronavirus. No current Trump administration public health officials attended. 

Americans deserve public hearings as soon as possible to know what this administration is doing in response.",,https://www.twitter.com/user/status/1227988568322297856,11425,37907,6275.53
Sky News,13.02.20 13:43,"The first person confirmed to have #coronavirus in London took an Uber to hospital and walked into an A&amp;E department
https://t.co/GzpFt3ipPF",,https://www.twitter.com/user/status/1227951420621676548,1665,2402,10744.04
The Spectator Index,13.02.20 11:52,BREAKING: First coronavirus death in Japan,,https://www.twitter.com/user/status/1227923608007110656,1854,4104,2598.05
TBS NEWS,13.02.20 11:48,"【速報】新たに神奈川で８０代女性の新型コロナ感染確認、女性はきょう死亡。厚生労働大臣が発表
#新型コロナウイルス #新型肺炎 #COVID19",,https://www.twitter.com/user/status/1227922445958410240,3875,2691,396.19
Julia Bayo Gallego,13.02.20 11:27,"🧙‍♀️Mientras hablamos del coronavirus hay una epidemia que ya ha matado a 4.000 niños en el Congo :
Sarampión.
Hay vacuna.
Cuesta menos de 1€
La OMS lleva meses pidiendo ayuda.
Silencio.",,https://www.twitter.com/user/status/1227917165623488513,2479,2810,27.1
CNN Africa,13.02.20 11:11,"Nigerians in Wuhan, the epicenter of the coronavirus outbreak in China, say they’ve been abandoned by their country.

“I don’t understand why other countries can take care of their citizens, but not us,” a student told CNN https://t.co/RsPDbO2dKq",,https://www.twitter.com/user/status/1227913268146167808,1834,1436,2034.68
Alfonso Ussía,13.02.20 09:08,El MWC de Barcelona suspendido por el coronavirus. Se inaugura la Feria Tecnológica de Amsterdam a la que asisten las grandes marcas que renunciaron a Barcelona. Pregunto. El problema es el coronavirus?,,https://www.twitter.com/user/status/1227882285640359938,3904,8819,389.77
🍎𝐅𝐚𝐢𝐫𝐞𝐬𝐭 𝐎𝐟 𝐓𝐡𝐞𝐦 𝐀𝐥𝐥🍎,13.02.20 08:15,"หลัง WHO ส่งทีมนานาชาติเข้าไปจีน รายงานผู้ติดเชื้อ #COVID19 ก็เพิ่มขึ้นแบบก้าวกระโดดเป็นวันเดียว 14,000+ เคส ทำให้รู้ว่าที่ผ่านมาจีนรายงานตัวเลขต่ำกว่าค.เป็นจริงมาตลอด ทั่วโลกควรตระหนักได้แล้วว่าที่ผ่านมาเรานิ่งนอนใจและเชื่อรายงานตัวเลขของจีนกันมากไป #SeabournOvation https://t.co/EVEGdrpsrI",,https://www.twitter.com/user/status/1227868767809490944,6587,477,0.55
viking,13.02.20 03:55,oh no guys i think i have the coronavirus https://t.co/zUWphGYAOH,,https://www.twitter.com/user/status/1227803435145166849,2551,23475,697.88
MThai,13.02.20 01:19,"อัปเดต #COVID19 - 13/02/2563 08.00

แก้ไข - ยอดผู้เสียชีวิต

รายงานตัวเลขผู้ติดเชื้อเบื้องต้นนะครับ

**เสียชีวิต1363
หายแล้ว5,725
รวมผู้ติดเชื้อ60,059

//ตัวเลขนี้ยืนยันนะครับ เพิ่มหมื่นกว่าในจีน, นอกประเทศจีน เดี่ยวแอดเช็ค-อัปเดตเพิ่มครับ",,https://www.twitter.com/user/status/1227764208114126849,5436,1425,2815.59
Paul Joseph Watson,13.02.20 00:45,"More than 14,800 new coronavirus cases reported in a single day. Damn. Chinese dissidents and others warned the scale was far bigger but were dismissed by some media types as “conspiracy theorists.”",,https://www.twitter.com/user/status/1227755582981132288,2549,8606,2276.69
The Spectator Index,13.02.20 00:01,"Coronavirus deaths by date.

13th of January: 1
20th of January: 6
27th of January: 106
3rd of February: 425
10th of February: 1016

Today: 1355",,https://www.twitter.com/user/status/1227744466636693504,6629,12320,2598.05
Selina Wang,12.02.20 23:54,"BREAKING: China reports 14,840 new coronavirus cases after method revised
-Hubei province: 3,441 patients have been discharged, death toll at 1,310
This is a massive jump in cases, more details to come on new methodology @quicktake #coronavirus #COVID19",,https://www.twitter.com/user/status/1227742768421715968,2173,3028,43.81
BNO Newsroom,12.02.20 23:48,"BREAKING: Epicenter of coronavirus outbreak reports 14,840 new cases, including clinically diagnosed cases, and 242 new deaths https://t.co/eUoE2b20hL",,https://www.twitter.com/user/status/1227741314911031296,3162,3942,484.57
Mirror Football,12.02.20 22:32,"EXCLUSIVE: Odion Ighalo banned from Man Utd training ground over coronavirus fears |@DiscoMirror
https://t.co/Ga0Bqe26EW https://t.co/KAbFBx07Wv",,https://www.twitter.com/user/status/1227722204344967168,1408,3759,1680.47
Kamala Harris,12.02.20 19:53,Unacceptable that no one from the Trump administration came before the Homeland Security committee today to discuss the coronavirus. We need public hearings so the American people can hear directly from officials leading the response to the crisis. https://t.co/i09ROQB5Is,,https://www.twitter.com/user/status/1227682090772291584,3974,12130,2741.4
James Woods,12.02.20 19:22,"If the mortality factor of the #CoronaVirus were as virulent as the contagion factor seems to be, we would be looking at an extinction level event.  https://t.co/tp3uln9rIX",,https://www.twitter.com/user/status/1227674463166054400,3447,8436,4701.49
James Woods,12.02.20 18:49,"I am a gambling man, and I would  bet my net worth that the actual death toll of the #coronavirus is significantly more than what is being reported by mainstream media.",,https://www.twitter.com/user/status/1227666052101763072,13915,72678,4274.08
James Woods,12.02.20 18:03,Is this how the world will end? National health “doctors” in Hazmat suits teaching dance routines to victims of a virus leaked from a bioweapons lab? #WuhanVirus #CoronaVirus https://t.co/S8dzp9K4W5,,https://www.twitter.com/user/status/1227654587844186112,5676,13953,4701.49
𝕊𝕝𝕖𝕖𝕡𝕝𝕖𝕤𝕤,12.02.20 15:23,"หอพักนักศึกษาถูกทางรัฐบาลใช้ให้เป็นสถานที่กักกันโรค ปรากฎว่าเมื่อนักศึกษากลับมา ข้าวของเครื่องใช้ส่วนตัวถูกคุ้ยกระจุยกระจายเอาไปโยนทิ้งเกลื่อนบริเวณ เป็นอีกหนึ่งความชุ่ยในการทำงานของรัฐบาลเผด็จการคอมมิวนิสต์จีน 
#ไวรัสโคโรนา #COVID19 https://t.co/xpRY3zZPWp",,https://www.twitter.com/user/status/1227614270193426434,9042,657,24.2
EL ANTI OPERETA,12.02.20 14:22,"JULIO 2018: Riesgo País 830 puntos, dólar 45$, yerba mate 90$.
LOS MEDIOS: ¿Macri debe adelantar las elecciones?

FEBRERO 2020: Riesgo País 2000 puntos, dólar 80$, yerba mate 225$. LOS MEDIOS: ¿Llegará el Coronavirus a la Argentina?

LA DOBLE VARA ☝️",,https://www.twitter.com/user/status/1227598896354021381,3489,6943,73.89
izzi,12.02.20 13:37,Hello coronavirus here I come https://t.co/63Kd7kwFSQ,,https://www.twitter.com/user/status/1227587583481282563,2532,2614,13.12
Formula 1,12.02.20 12:16,"The 2020 #ChineseGP will be postponed due to the coronavirus outbreak 

F1 and the FIA have accepted a request from the promoter to postpone the event

We will continue to monitor the situation and assess potential alternative dates

https://t.co/0VImeMSxlV",,https://www.twitter.com/user/status/1227567110429323266,3097,9590,8612.16
Rahul Gandhi,12.02.20 10:16,"The Corona Virus is an extremely serious threat to our people and our economy. My sense is the government is not taking this threat seriously. 

Timely action is critical.

#coronavirus 

https://t.co/bspz4l1tFM",,https://www.twitter.com/user/status/1227536939479228417,7075,30098,21565.04
leia,12.02.20 06:31,"My bibik: coronavirus tu katanya datang dari kelawar ke
Me: ya
Her: tapi kat kampung saya ada restoran jual kelawar juga
Me:
Her:
My grandmother:
My dog:
Her: sedap kalau masak sambal",,https://www.twitter.com/user/status/1227480318040473601,19133,25122,2.31
China Daily,12.02.20 05:46,"In the name of #JHope, fans of k-pop group #BTS's member Jeong Ho-seok donated 1,640 masks to the north district of Gwangju, South Korea in celebration of his birthday. These masks will be used to help vulnerable groups in the face of the #coronavirus. @BTS_twt #JhopeBirthday https://t.co/Bwh2BmGS0a",,https://www.twitter.com/user/status/1227468916781350920,7227,20271,9080.1
Grant Stern,11.02.20 20:36,"Trump's plan to fight the #coronavirus?

Cut the Centers for Disease Control Budget.

@SpeakerPelosi: ""What is he thinking? I'm using that term lightly.""

#TuesdayThoughts https://t.co/JGoTcXhTib",,https://www.twitter.com/user/status/1227330591412117504,2729,6740,271.58
danonino caducao🤢🤮,11.02.20 18:21,no os pasa que tenéis amigos súper guapxs y es como sdjksdjk luego estoy yo que parezco el murciélago de la sopa del coronavirus,,https://www.twitter.com/user/status/1227296499991707650,5691,15905,13.62
Mindy Robinson 🇺🇸,11.02.20 18:00,"The Chinese government is welding people into their apartments. I don’t see any videos of them giving supplies and food to these people, so I think you understand what their fate is about to be.

How long before fires “accidentally” break out?

#CoronavirusOutbreak #coronavirus https://t.co/nQOMo7Begk",,https://www.twitter.com/user/status/1227291317950017536,2301,3944,579.29
The New York Times,11.02.20 17:20,"The World Health Organization has an official name for the illness caused by new coronavirus: COVID-19. It intentionally makes no reference to any of the people, places or animals associated with the coronavirus — the goal was to avoid stigma.
https://t.co/oX9COfydl1",,https://www.twitter.com/user/status/1227281176106278918,2268,4502,72034.26
AJ+,11.02.20 17:19,"The coronavirus officially has a name: COVID-19.

The WHO says the name purposefully avoids references to a place or groups of people, to help fight stigma. https://t.co/XoOofYR3ly",,https://www.twitter.com/user/status/1227281038868721664,1767,3987,2718.18
Praying Medic,11.02.20 16:30,"The media are pushing coronavirus stories non-stop
Ever wonder why?
Do they have an endgame?
Of course, they do.
They hope to remove POTUS from office.
How?
POTUS is running on a strong economy.
Could the MSM crash the stock market by stirring up fear over the coronavirus?",,https://www.twitter.com/user/status/1227268561833361408,4099,8066,510.93
Paula Sofia,11.02.20 16:28,"Si el coronavirus en México matara 10 personas todos los días, estaríamos en pánico. 10 mujeres son asesinadas todos los días en México, y aún así nos negamos a verlo como una epidemia y actuar en consecuencia.",,https://www.twitter.com/user/status/1227268276192858118,21780,51668,27.33
World Health Organization (WHO),11.02.20 15:09,"@DrTedros 🚨 BREAKING 🚨

""We now have a name for the #2019nCoV disease: 

COVID-19. 

I’ll spell it: C-O-V-I-D hyphen one nine – COVID-19""

-@DrTedros #COVID19 https://t.co/Kh0wx2qfzk",,https://www.twitter.com/user/status/1227248333871173632,9069,8714,2576.37
ㅎㅕㄴ모양ㅊㅓ,11.02.20 11:57,"Dear KLM @KLM 
Today, you made it quite clear that you discriminate against race. Using Corona Virus as an excuse. You owe my friend and Korea a HUGE apology. #CoronaVirus #Racism #KLM https://t.co/u3eWVlFZp8 https://t.co/RJj939ODLI",,https://www.twitter.com/user/status/1227200104139874304,9720,6360,1
David.,11.02.20 11:40,"Duque no fue capaz de enviar un avión para los colombianos infectados con coronavirus en China, pero sí envió un avión para trasladar a varios niños amigos de su hija para su fiesta privada de cumpleaños en Panaca.

¡Gracias 10 millones de estúpidos por votar por ese estorbo!",,https://www.twitter.com/user/status/1227195793045585920,4344,13906,56.47
Zuraida Kamaruddin,11.02.20 10:00,"SARS (1 Nov 2002 - 11 July 2003)
• 8,437 kes
• 318 kematian seluruh dunia

CoronaVirus (1 Dec 2019 - kini)
• 43,104 kes
• 1,018 kematian seluruh dunia

Kita doa yg terbaik buat KKM, staf perubatan serta petugas barisan hadapan. Semoga Allah lindungi mereka &amp; kita semua. Amin.",,https://www.twitter.com/user/status/1227170563832963072,10123,11542,46.47
Caverna Mediática DS,11.02.20 09:00,"Antena 3 traduce un cartel chino como ""cerrado por coronavirus"" cuando era ""cerrado por reparación"". Un reportaje de Atresmedia visitó el distrito madrileño de Usera durante la espiral de noticias sobre la epidemia
https://t.co/35EiPBaJeJ",,https://www.twitter.com/user/status/1227155314878885888,1763,2473,21.12
Soo Choi⁷💜,11.02.20 08:43,"Jhope on Weverse 

ARMY: This news should be spread more!!
(A news the fans of Jhope donated 1460 face masks 😷 to Gwangju City) 

Jhope:🤩🤩🤩🤩🤩🤩😍😍😍😍😍😍😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰

*because of coronavirus, there are lots of ‘shortage of face mask’ in Asian countries @BTS_twt https://t.co/9ndZ9mXhAo",,https://www.twitter.com/user/status/1227151089968893952,4349,12727,900.29
NowThis Español,11.02.20 04:57,Así de impresionante se ve Wuhan en medio de la lucha contra el #coronavirus https://t.co/0DCaQdpiMU,,https://www.twitter.com/user/status/1227094370903580672,3786,8640,43.1
Univision Noticias,11.02.20 04:19,Imágenes aéreas muestran la transformación de Wuhan: de capital del #coronavirus a ciudad fantasma. https://t.co/69mawlTo4u,,https://www.twitter.com/user/status/1227084818321747968,2680,5666,4506.54
Educating Liberals,11.02.20 03:43,"The Coronavirus:

-Outbreak found 20 miles from lab that was CREATING it
-Gates predicted this virus could kill 65M people if released to the public
-Gates owns a patent for the vaccine
-Videos from Wuhan look like scenes out of a horror movie

Bio-weapon? 🤔
You be the judge.",,https://www.twitter.com/user/status/1227075635153121280,12702,26753,816.89
Bloomberg,11.02.20 03:21,"Here's the latest on coronavirus:
-China death toll at 1,016 with 42,000 confirmed cases
-Hubei province removes top health officials
-Singapore could see 25-30% drop in tourists this year on coronavirus
https://t.co/7m8AncdExw https://t.co/k1SnunkxcE",,https://www.twitter.com/user/status/1227070193731604481,1700,2369,13995.7
',11.02.20 02:47,"""son chinos y punto""
""ehh un asiático cuidado el coronavirus""
""ah te gustan los chinos, que sos Otaku?""
""comen perros como te pueden gustar""
""se maquillan son gays""
""los parieron una fotocopiadora, son todos iguales""
""como te va a gustar su música si ni entiendes chino"" https://t.co/BszRQQQrLD",,https://www.twitter.com/user/status/1227061485198856199,2354,6455,29.03
Lijian Zhao 赵立坚,11.02.20 02:26,"Thank you Pakistan! An iron brother indeed! Senate of Pakistan passed unanimously a resolution expressing full solidarity &amp; support to China in combating Coronavirus, sponsored by Senator Mushahid Hussain. Pakistan Senate is the first Parliament to express such support to China. https://t.co/d5VemZv5Tc",,https://www.twitter.com/user/status/1227056223637442560,2076,9567,982.46
The Spectator Index,11.02.20 00:25,"BREAKING: Number of coronavirus cases in China has reached 42,600",,https://www.twitter.com/user/status/1227025953026498561,1731,4096,2598.05
Jarr,11.02.20 00:23,"95,000 booking hotel dekat Malaysia cancel due to Coronavirus. Estimated loss, RM40mil. Wow, just wow.",,https://www.twitter.com/user/status/1227025341425733633,6947,7816,27.26
Rachel Maddow MSNBC,10.02.20 23:32,"Trump budget would cut ""half of its annual funding to the World Health Organization (WHO), which is leading the fight against the deadly coronavirus outbreak.""

https://t.co/ylf3WLa72B",,https://www.twitter.com/user/status/1227012534114410496,7493,10782,18049.52
The Spectator Index,10.02.20 22:46,BREAKING: Coronavirus death toll reaches 1013,,https://www.twitter.com/user/status/1227000912125689856,2115,4611,2598.05
SCMP News,10.02.20 22:44,Lawyer and citizen journalist Chen Qiushi vanished while documenting the coronavirus lockdown in Wuhan. He spent weeks filming patients and overrun hospitals https://t.co/2oHU9UCtwn,,https://www.twitter.com/user/status/1227000477377814533,2561,3261,1860.8
The Spectator Index,10.02.20 22:13,BREAKING: Coronavirus death toll hits one thousand,,https://www.twitter.com/user/status/1226992594539798528,5906,12811,2598.05
Chris Murphy,10.02.20 21:57,"Yesterday: 97 died of Coronavirus in China alone.

Today: President Trump announced plans to cut funding for global health programs by 34%. 

It's like a unilateral, willing surrender to pandemic disease. Hard to believe.",,https://www.twitter.com/user/status/1226988557031682050,17862,51363,1857.79
TV Maresol / Metró,10.02.20 21:46,"Saiba como diferenciar o coronavírus da gripe: ""Se você não morreu é gripe"", explica especialista https://t.co/OpJfbJ0xXj",,https://www.twitter.com/user/status/1226985856382259200,2062,7161,287.46
MabelCrash,10.02.20 21:33,"El Coronavirus ha matado a 900 personas en 3 meses, pobres chinos. En el Congo hay un brote de sarampión que ha matado a 6000 personas y el 75% eran niños. ¿Por que nadie se acuerda de ellos? ¿Por que solo se le da importancia cuando puede afectar a los países desarrollados?",,https://www.twitter.com/user/status/1226982660918169601,16028,42905,0.71
daiyan,10.02.20 21:19,te imaginas romperte el orto laburando ahorrar no se 50lucas ir pagando de a poquito todo un año para irte de vacaciones a un crucero y terminar varado y en cuarentena por coronavirus naaaaaa deja mejor planeo santa teresita con mi matecito y mi pelota de ypf la cosa tranki,,https://www.twitter.com/user/status/1226978903610331137,2189,29742,28.21
Gabriel Guerra C,10.02.20 19:26,"Corre el rumor no confirmado de que la Secretaria de Salud y el IMSS ya tienen listo el plan de contingencia en caso de que llegue a México el Coronavirus.
Van a crear el Instituto para quitarle al pueblo el Coronavirus y devolverle la salud.",,https://www.twitter.com/user/status/1226950510424379392,2796,12514,299.01
Anshul Saxena,10.02.20 19:16,"Coronavirus:

China is facing shortage of masks &amp; gloves

To help China, India has lifted ban on export of personal protection equipments

India has allowed the immediate export of at least two large consignments of protective clothing including masks to China.

This is our India",,https://www.twitter.com/user/status/1226948025198628864,8438,34224,1106.77
Kalgado @ Patches & Pins Expo LIVE ON INSTAGRAM,10.02.20 18:02,"PSA Many many factories in China have been forced to take another mandatory two weeks off with the Coronavirus outbreak. Please, please, PLEASE be patient with artists. The health and safety of those working are more important than your pins/charms/bags.",,https://www.twitter.com/user/status/1226929424525713408,4916,14844,3.31
brandon,10.02.20 17:00,coronavirus about to hit 1k before most of y’all 😭 https://t.co/YyYOZZLg2c,,https://www.twitter.com/user/status/1226913788844216326,2878,26375,37.95
Tom Fitton,10.02.20 16:39,#coronavirus shows how open borders is a risk to the public health. https://t.co/upijfyR0Hv,,https://www.twitter.com/user/status/1226908474518446081,2591,5027,1898.05
"People's Daily, China",10.02.20 16:15,"Full-front disinfection work has started in #Wuhan, an effort to contain the spread of #coronavirus https://t.co/E3Vg8XcHTP",,https://www.twitter.com/user/status/1226902394765746176,4498,8651,14265.4
Steuart 👕,10.02.20 15:43,How some of Asia’s leaders are handling the Coronavirus problem: https://t.co/nS1D3UTNyf,,https://www.twitter.com/user/status/1226894458764922880,5177,15396,8
BBC Breaking News,10.02.20 13:35,GP practice in Brighton closes after staff member tests positive for coronavirus https://t.co/xY3R0fPvRg,,https://www.twitter.com/user/status/1226862190847721473,2500,3691,66489.62
Charlie Kirk,10.02.20 12:55,"The Chinese stole millions of jobs from America 

They dump products to destroy our core industries

They have millions of Muslims in concentration, re-education camps

They are LYING to the world

CoronaVirus is far worse than China claims

China is lying to the world, AGAIN https://t.co/21DrFLY3HR",,https://www.twitter.com/user/status/1226852265954201601,5717,11720,3541.98
พิเตยชาวเน็ต,10.02.20 10:48,คนไทยคนนี้อยู่ uk (ผช อายุ24 สูง 180) ถูกวัยรุ่นอังกฤษ 2 คนตะโกนด่า coronavirus ขโมยหูฟัง แถมยังโดนชก uk is not safe anymore https://t.co/9g2oqi4Uk6 https://t.co/hGYeBSXSoO,,https://www.twitter.com/user/status/1226820156174696454,8333,750,21.13
BBC Breaking News,10.02.20 07:31,"UK government declares coronavirus a ""serious and imminent threat"" to public health https://t.co/Deq2cDBf4o",,https://www.twitter.com/user/status/1226770744786477058,3573,6094,66489.62
Vane⁷ 바네 🇰🇷,10.02.20 04:54,"La gente que se burla de los asiáticos por el coronavirus y que anda diciendo ""nOs lO vAn a PeGaR"", es la misma que anda allá afuera estornudando sin cubrirse la boca y nariz cuando están enfermos, contagiando a medio mundo. La ironía, pues.",,https://www.twitter.com/user/status/1226731126137339904,2495,8701,47.88
Zee,10.02.20 03:15,China just confirmed that Coronavirus is airborne. Now it has three modes of transmission. Oh boi 🤯 https://t.co/Hak0uXeQ8Y,,https://www.twitter.com/user/status/1226706115502542849,5324,2353,3.22
Aline Tosin,10.02.20 03:06,"“UFBA descobre teste que detecta coronavírus em 3h”

O teste anterior demorava cerca de 48 horas. 

A forma como as federais brasileiras plantam maconha e fazem balbúrdia é diferente né?",,https://www.twitter.com/user/status/1226703912566165504,29061,97044,46.53
Morgan,10.02.20 02:58,"UN ARGENTINO CON CORONAVIRUS.
UN ARGENTINO PREMIADO EN LOS OSCARS.
FEBRERO, SOS NUESTRO.",,https://www.twitter.com/user/status/1226701904396345346,1888,33820,2.92
Independiente de América,10.02.20 00:38,"[PARTE MEDICO]

Plantel de Independiente: Coronavirus.",,https://www.twitter.com/user/status/1226666653469040641,2237,15564,18.52
Justin Barnes,09.02.20 23:52,#Coronavirustruth #coronavirus Please retweet this.https://t.co/i1qMhe2DxW,,https://www.twitter.com/user/status/1226655203539259392,23567,17344,2.08
Cale,09.02.20 23:49,"Coronavirus lads on their way up to MK Dons today, decent numbers👏🏻 https://t.co/x1150rz6ic",,https://www.twitter.com/user/status/1226654438435303425,2123,24024,4.38
The Spectator Index,09.02.20 22:40,BREAKING: Coronavirus death toll passes 900,,https://www.twitter.com/user/status/1226636911520796673,3529,7691,2598.05
Asteria Lan,09.02.20 21:48,"#coronavirus Diary of a girl in Wuhan. As much as it looks like a creative writing project,  it's real. Thousands of Chinese people responded and tried to send help, million follower reporter wrote about her, still her family died. Because there's simply too many patients. https://t.co/Z2MdYgsDl7",,https://www.twitter.com/user/status/1226623887653425152,3558,3542,6.1
Maihen,09.02.20 21:11,"Hace días el senador de EEUU Tom Cotton dijo que el régimen de China mentía en las cifras #Coronavirus

Ahora  explican que existen
1,5M infectados

50K  incinerados en #Wuhan

Crematorios trabajan 24 horas al día = 1200 quemados por día en #Wuhan 

250M de personas en cuarentena https://t.co/9SFftXJdty",,https://www.twitter.com/user/status/1226614559009624065,2208,1048,357.05
Prof. Steve Hanke,09.02.20 20:11,"#Chinese police forcefully detain a woman because she might have the #Coronavirus. China's #Censorship &amp; lies continue to encourage the spread of the disease. Don't believe a word coming out of the #Communist megaphones in  #Beijing.
https://t.co/Jd9oMeA015",,https://www.twitter.com/user/status/1226599397812604928,4821,5744,478.37
mamba negra,09.02.20 20:10,Le Président des Comores après la remise de 100e à l’ambassadeur chinois pour lutter contre le #CoronaVirus https://t.co/uWELn6FeeL,,https://www.twitter.com/user/status/1226599382331555843,1821,2917,2.18
Maxou,09.02.20 19:37,"le président du Comores s’entraînant à donner 100 euros à la Chine pour la lutte contre le coronavirus
 https://t.co/VBFgtE6MUG",,https://www.twitter.com/user/status/1226591045443620865,4946,8809,42.37
Ryan Saavedra,09.02.20 19:28,Chinese Ambassador Does NOT Deny Coronavirus Came From Biological Warfare Program https://t.co/T0CBrgklao,,https://www.twitter.com/user/status/1226588791474774016,1909,2536,793.24
Tracy Jan,09.02.20 17:53,"Chen Qiushi, citizen journalist who covered coronavirus outbreak, disappears in Wuhan - The Washington Post https://t.co/K0ZLngJJyY",,https://www.twitter.com/user/status/1226564862404440064,2318,3218,45.41
Michael Rios,09.02.20 17:04,"Chen Qiushi, a citizen journalist who had been doing critical reporting from #Wuhan, the epicenter of the #coronavirus outbreak, went missing on Thursday evening, just as hundreds of thousands of people in #China began demanding freedom of speech online. 

https://t.co/z1i87ZIjkS",,https://www.twitter.com/user/status/1226552368843644928,9072,11733,4.09
Comores infos,09.02.20 16:03,Coronavirus : les Comores ont donné 100 euros à la Chine pour la lutte contre le coronavirus https://t.co/BXk7SD8TdG https://t.co/I2QRBKvwmQ,,https://www.twitter.com/user/status/1226537006785650688,16132,28720,21.16
Ken Cheng,09.02.20 16:01,"the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy

so if you see a Chinese person on the tube and assume they are a comedian that would be statistically less racist",,https://www.twitter.com/user/status/1226536648105746433,8440,42278,59.71
Arslan Hidayat,09.02.20 13:24,"Shocking Revelations

#Chinese Billionaire ""Guo Wengui"" aka ""Miles Kwok,"" says in #China;

-1200 bodies cremated daily
-more than 250 million people under quarantine
-1.5 million people confirmed to have #coronavirus
-more than 50,000 deaths to date

https://t.co/ZygaaXTbE0 https://t.co/Xg1Lccjuqi",,https://www.twitter.com/user/status/1226497211623772161,3067,3195,54.07
Darren of Plymouth 🇬🇧,09.02.20 13:15,"1.5 million chinese infected with #coronavirus.

50,000 cremated.

https://t.co/ckNPD1pyNX",,https://www.twitter.com/user/status/1226494771117666305,2830,3070,86.71
ℳҽӀ ♡,09.02.20 11:56,"The more videos I see coming out of China, the more screwed up this seems 😳

I'm pretty much convinced that coronavirus = bio weapon to thin out the population https://t.co/5BvWdoaVOW",,https://www.twitter.com/user/status/1226474927370403840,1787,2633,142.56
창빈’𝐬 𝐁𝐞𝐥𝐥𝐚 ⋆｡˚✩,09.02.20 11:10,"UK: 3 confirmed coronavirus cases
Japan: 96 confirmed cases

Pledis: Let’s cancel London dates for Seventeen’s “safety” and ADD more Japan dates

Make it make sense",,https://www.twitter.com/user/status/1226463334586867712,2985,13447,13.84
