Name,User,Location,Total tweets,Retweets,Images,Links,Chats,Text tweets,Impacts,Followers,User value,Tweets value
@BarackObama,Barack Obama,"Washington, DC",13,0,0,12,5,1,1489476161,115296834,150464.37,1466166.07
@Cristiano,Cristiano Ronaldo,"Turim, Piemonte",1,0,1,1,0,0,83133379,83133379,111363.1,146999.29
@ladygaga,Lady Gaga,,2,0,0,2,0,0,162436360,81218183,109802.6,241565.72
@realDonaldTrump,Donald J. Trump,"Washington, DC",55,0,3,11,1,42,4100089350,76238523,103166.11,5644215.11
@selenagomez,Selena Gomez,Los Angeles,1,0,0,1,0,0,60528525,60528525,83860.78,92246.86
@Twitter,Twitter,Everywhere,1,0,0,0,0,1,57632582,57632582,80004.26,80004.26
@cnnbrk,CNN Breaking News,Everywhere,39,0,37,39,0,0,2221815948,57275791,80154.93,4071295.94
@narendramodi,Narendra Modi,India,29,0,4,27,2,9,1571433426,55084797,76397.03,2236154.2
@shakira,Shakira,Barranquilla,1,0,1,1,0,0,52169436,52169436,73184.44,96603.46
@BillGates,Bill Gates,"Seattle, WA",10,0,2,10,1,0,493504705,49492309,69946.58,736509.39
@CNN,CNN,,193,0,32,186,0,0,8960405406,46898844,66787.67,14461002.89
@nytimes,The New York Times,New York City,134,0,25,133,16,0,6136412251,46081874,66134.95,8976824.05
@BBCBreaking,BBC Breaking News,"London, UK",52,0,6,52,2,0,2194357043,42604506,61255.28,3425028.54
@SrBachchan,Amitabh Bachchan,"Mumbai, India",1,0,1,0,0,0,40613193,40613193,57985.11,69582.13
@NiallOfficial,Niall Horan,"Mullingar,Westmeath,Ireland",1,0,0,0,0,1,39469616,39469616,57036.7,57036.7
@SportsCenter,SportsCenter,,22,0,20,2,0,0,800196305,36468971,52702.22,1377490.85
@NASA,NASA,,1,0,0,1,0,0,35758385,35758385,52094.19,57303.61
@espn,ESPN,,4,0,3,1,0,0,140604135,35213207,51047,240040.68
@imVkohli,Virat Kohli,,2,0,0,0,1,1,68258110,34213243,49498.41,59176.76
@LiamPayne,Liam,,2,0,1,1,0,1,65677627,32838814,48279.15,112007.63
@elonmusk,Elon Musk,,3,0,0,2,1,1,97827343,32725028,47845.39,110541.26
@sachin_rt,Sachin Tendulkar,"ÜT: 18.986431,72.823769",4,0,3,0,0,1,127901302,31975326,46648.98,214585.32
@NBA,NBA,,1,0,1,1,0,0,30242570,30242570,44545.43,58799.97
@ConanOBrien,Conan O'Brien,Los Angeles,2,0,0,0,0,2,57203251,28601626,42572.87,85145.74
@iHrithik,Hrithik Roshan,,1,0,1,0,0,0,27873081,27873081,41154.07,49384.88
@BBCWorld,BBC News (World),"London, UK",31,0,21,31,0,0,846323103,27604744,41485.18,1590391.28
@HillaryClinton,Hillary Clinton,"New York, NY",17,0,1,14,0,3,460990072,27312721,40579.49,750744.23
@deepikapadukone,Deepika Padukone,,1,0,1,1,0,0,26950730,26950730,39949.47,52733.3
@NatGeo,National Geographic,Global,1,0,0,1,0,0,23840800,23840800,36049.89,39654.88
@arrahman,A.R.Rahman,"Chennai, India",1,0,0,1,0,0,22599001,22599001,33991.6,37390.76
@Google,Google,"Mountain View, CA",1,0,1,0,0,0,21869816,21869816,32918.91,39502.69
@Reuters,Reuters,Around the world,39,0,39,35,0,0,839711657,21694777,33521.29,1697984.58
@ManUtd,Manchester United,"Manchester, England",1,0,0,0,0,1,21655200,21655200,32779.8,32779.8
@WhiteHouse,The White House,"Washington, D.C.",126,0,81,56,1,2,2636277818,21431960,32416.65,4666202.63
@ricky_martin,Ricky Martin,Puerto Rico,3,0,2,2,0,0,61489962,20498915,31302.78,113338.47
@DalaiLama,Dalai Lama,"Dharamsala, India",1,0,0,1,0,0,19339548,19339548,29991.11,32990.22
@FoxNews,Fox News,U.S.A.,4,0,0,4,0,0,74848736,18815522,29175.48,127735.48
@AmitShah,Amit Shah,,3,0,1,0,0,2,54356529,18750903,28644.97,88761.97
@CNNEE,CNN en Español,En todas partes,45,0,21,44,0,0,822090905,18417050,28520.25,1528939.63
@Pontifex,Pope Francis,Vatican City,2,0,0,0,0,2,36504003,18299671,28178.69,56224.53
@ArvindKejriwal,Arvind Kejriwal,India,7,0,2,3,0,2,120829464,17805054,27349.5,204641.2
@Pontifex_es,Papa Francisco,Ciudad del Vaticano,3,0,0,0,0,3,52594646,17632136,27165.67,81075.79
@WSJ,The Wall Street Journal,"New York, NY",2,0,0,2,0,0,34946334,17548588,27761.16,60836.25
@FALCAO,Radamel Falcao,"Estambul, Turquía",1,0,1,0,0,0,17435637,17435637,26886.61,32263.93
@ImRaina,Suresh Raina🇮🇳,India,2,0,1,0,0,1,34664381,17352348,26655.28,58697.96
@TIME,TIME,,17,0,10,12,0,0,286392880,16949574,26838.54,541896.56
@9GAG,9GAG,Universe,1,0,1,0,0,0,16381677,16381677,25404.39,30485.27
@Forbes,Forbes,"New York, NY",2,0,2,2,0,0,31819280,15909647,25064.02,66168.98
@detikcom,detikcom,"Jakarta, Indonesia",2,0,0,2,0,0,31618553,15857505,24670.57,54125.8
@washingtonpost,The Washington Post,"Washington, DC",66,0,5,64,4,0,1004868387,15397631,24602.45,1698675.48
@ABC,ABC News,New York City / Worldwide,73,0,56,73,1,0,1110681334,15336909,24267.03,2205975.51
@KapilSharmaK9,Kapil Sharma,"Mumbai, India",1,0,1,0,0,0,15188832,15188832,23649.08,28378.9
@elissakh,Elissa,Lebanon | MidEast,1,0,1,0,0,0,14508017,14508017,22723.29,27267.95
@SethMacFarlane,Seth MacFarlane,Los Angeles,1,0,0,1,0,0,14192899,14192899,22447.51,24692.26
@ChelseaFC,Chelsea FC,"London, England",1,0,0,1,0,0,14161224,14161224,22345.67,24580.24
@LFC,Liverpool FC,"Anfield, Liverpool",1,0,0,1,0,0,14130936,14130936,22244.8,24469.28
@CGTNOfficial,CGTN,"Beijing, China",4,0,4,0,0,0,56191718,14049992,22069.69,105947.53
@AP,The Associated Press,Global,35,0,0,35,0,0,486281808,13964810,22590.4,865734.55
@UberFacts,UberFacts,Worldwide!,7,0,0,0,0,7,97547484,13938874,21988.83,153886.35
@Rubiu5,elrubius 🦋,Madrid/Noruega,2,0,1,2,0,0,27770548,13887063,21841.72,52863.68
@neiltyson,Neil deGrasse Tyson,New York City,4,0,2,0,0,2,55002607,13804603,22004.43,96493.73
@FLOTUS,Melania Trump,"Washington, D.C.",14,0,0,6,0,8,190873427,13713137,21600.72,313658.84
@ChrisEvans,Chris Evans,,2,0,0,3,0,0,27173285,13592931,21463.34,47239.13
@johnlegend,John Legend,,1,0,0,1,0,0,13426614,13426614,21295.31,23424.84
@BigHitEnt,BigHit Entertainment,"Seoul, Korea",1,0,0,1,0,0,13233761,13233761,20967.99,23064.79
@RahulGandhi,Rahul Gandhi,"12, Tughlak Lane, New Delhi",13,0,6,4,0,3,164188987,12980178,20508.07,292357.49
@stephenfry,Stephen Fry,"Los Angeles, CA/ London UK",1,0,0,1,0,0,12729783,12729783,20511.82,22563
@XHNews,China Xinhua News,"Headquartered in Beijing, PRC",6,0,6,0,0,0,75854187,12647321,20098.17,144734.29
@SarahKSilverman,Sarah Silverman,state of Palestine ,1,0,0,1,0,0,12601895,12601895,20334.81,22368.29
@timesofindia,The Times of India,New Delhi,2,0,1,1,0,0,25008162,12504081,19886.6,45739.18
@ndtv,NDTV,India,3,0,3,2,0,0,37071088,12390712,19584.81,75573.17
@UN,United Nations,"New York, NY",7,0,7,6,0,0,84694692,12279482,19771.28,177948.2
@RedeGlobo,Globo,,1,0,1,0,0,0,12253387,12253387,19555.55,23466.66
@enews,E! News,"Hollywood, CA",1,0,0,1,0,0,11772966,11772966,18983.98,20882.38
@jimmykimmel,Jimmy Kimmel,Los Angeles,1,0,0,0,0,1,11725389,11725389,18859.16,18859.16
@BernieSanders,Bernie Sanders,Vermont,50,0,7,34,3,11,576149403,11721593,18834.61,973818.85
@rafinhabastos,Rafinha Bastos,Brasil,1,0,1,0,0,0,11630147,11630147,18727.16,22472.59
@HuffPost,HuffPost,,1,0,0,1,0,0,11487293,11487293,18945.09,20839.6
@TheOnion,The Onion,,8,0,8,8,2,0,91366419,11420834,18765.58,158531.45
@ImranKhanPTI,Imran Khan,Pakistan,1,0,0,0,0,1,11289029,11289029,18110.79,18110.79
@felipeneto,Felipe Neto,Rio de Janeiro,21,0,5,11,7,5,228430216,11140382,17968.77,300005.21
@BCCI,BCCI,India,2,0,2,1,0,0,21906278,11086401,17385.02,44276.3
@g1,G1,Brasil,33,0,32,33,2,0,360630347,11059245,17850.39,728135.07
@iamcardib,iamcardib,"Mars, NYC",1,0,0,1,0,0,10831765,10831765,17423.92,19166.31
@BBCNews,BBC News (UK),London,12,0,9,12,0,0,128672602,10827644,17689.91,266207.65
@JKCorden,James Corden,"Los Angeles, CA",1,0,0,1,0,0,10782231,10782231,17379.46,19117.41
@smritiirani,Smriti Z Irani,India,1,0,0,1,0,0,10663897,10663897,17157.93,18873.72
@luansantana,Luan Santana 🌹,Brasil,1,0,0,0,0,1,10635611,10635611,17577.66,17577.66
@WIRED,WIRED,San Francisco/New York,1,0,0,1,0,0,10426454,10426454,17458.61,19204.47
@cnni,CNN International,Everywhere,18,0,7,17,0,0,180024312,10209467,16772.68,349329.63
@cesc4official,Cesc Fàbregas Soler,London,1,0,1,0,0,0,10009942,10009942,16379.5,19655.4
@maddow,Rachel Maddow MSNBC,"New York, NY USA",63,0,0,63,0,1,627589536,10007485,16538.9,1139780.17
@thalia,Thalia,,1,0,1,0,0,0,9658675,9658675,15870.46,19044.55
@SenSanders,Bernie Sanders,Vermont/DC,40,0,2,31,0,7,377559421,9525703,15671.36,676160.08
@BreakingNews,Breaking News,"NYC, LA, London",4,0,2,2,3,0,37886217,9482893,16027.04,28917.26
@aajtak,aajtak,India,11,0,2,9,0,0,101014041,9437559,15358.91,184294.48
@TimesNow,TIMES NOW,India,2,0,2,0,0,0,18725423,9422655,15348.71,36624.05
@ABPNews,ABP News,India,7,0,0,6,0,1,64804661,9395638,15300.27,114711.17
@urstrulyMahesh,Mahesh Babu,"Hyderabad, India",1,0,0,0,0,1,9075508,9075508,14836.08,14836.08
@dhanushkraja,Dhanush,chennai,1,0,0,0,0,1,9024534,9024534,14741.72,14741.72
@sardesairajdeep,Rajdeep Sardesai,New Delhi,4,0,0,3,0,1,35693360,8923340,14638.65,62946.21
@NewYorker,The New Yorker,"New York, NY",3,0,0,3,0,0,26505586,8849950,14946.72,49249.77
@lemondefr,Le Monde,Paris,7,0,0,7,0,0,60949964,8757854,14596.17,111806.05
@Swamy39,Subramanian Swamy,,7,0,0,2,0,5,60471387,8752192,14350.36,102126.39
@DjokerNole,Novak Djokovic,,1,0,1,1,0,0,8746552,8746552,14434.3,19053.28
@guardian,The Guardian,London,7,0,1,6,0,0,59783048,8620935,14589.99,112845.58
@VP,Vice President Mike Pence,"Washington, D.C.",1,0,0,1,0,0,8610279,8610279,14185.27,15603.8
@NoticiasCaracol,Noticias Caracol,Colombia,8,0,6,8,0,0,68689566,8601229,14182.24,143741.08
@MLB,MLB,,1,0,1,1,0,0,8595526,8595526,14323.06,18906.44
@TheDailyShow,The Daily Show,,21,0,13,6,0,3,177344500,8529730,14263.58,342385.06
@billboard,billboard,,5,0,1,5,0,0,42446178,8525939,14090.19,80764.58
@AristeguiOnline,Aristegui Noticias,Ciudad de México,1,0,0,1,0,0,8513700,8513700,14071.96,15479.16
@BleacherReport,Bleacher Report,,40,0,40,0,0,0,337091752,8500762,14096.35,671349.84
@IvankaTrump,Ivanka Trump,"Washington, DC",23,0,10,8,0,7,189367154,8413243,13980.03,354378.2
@BBCSport,BBC Sport,"MediaCityUK, Salford",7,0,7,7,0,0,58389847,8356064,13852.46,128108.77
@CarlosLoret,Carlos Loret de Mola,"México, DF.",12,0,3,8,0,3,99445838,8317849,13822.19,185153.9
@NPR,NPR,,32,0,0,30,1,2,258841831,8126936,13879.44,471609.37
@UNICEF,UNICEF,,6,0,4,1,0,1,47964610,8036144,13374.02,92371.94
@rashtrapatibhvn,President of India,"New Delhi, India",2,0,0,0,0,2,16067476,8033738,13252.69,26505.38
@AdamSchefter,Adam Schefter,New York,10,0,2,2,0,6,78217044,7841957,13334.67,141016.25
@ManCity,Manchester City,City Football Academy,1,0,0,1,0,0,7835867,7835867,13052.36,14357.6
@mcuban,Mark Cuban,,2,0,0,2,0,0,15623740,7829537,13099.06,28876.72
@NoticiasRCN,Noticias RCN,Colombia,1,0,1,1,0,0,7809084,7809084,13046.95,17221.97
@PiyushGoyal,Piyush Goyal,India,11,0,8,1,0,2,84060170,7715103,12566.58,160958.99
@people,People,,1,0,0,1,0,0,7636209,7636209,12900.25,14190.28
@lopezdoriga,Joaquín López-Dóriga,Ciudad de México,5,0,3,1,0,2,37860177,7581893,12657.05,72457.01
@GaryLineker,Gary Lineker,,3,0,0,2,0,1,22675659,7562965,12643.4,40438.99
@anandmahindra,anand mahindra,"Mumbai, India",1,0,0,1,0,0,7522757,7522757,12524.33,13776.76
@el_pais,EL PAÍS,Madrid,107,0,69,107,0,0,791316656,7489652,12860.42,1689752.03
@CBSNews,CBS News,"New York, NY",28,0,27,28,0,0,207057349,7462966,12781.32,465810.39
@NBCNews,NBC News,"New York, NY",37,0,13,32,10,2,271475168,7445675,12695.96,416816.91
@ShashiTharoor,Shashi Tharoor,New Delhi & Thiruvananthapuram,12,0,3,5,0,4,88383712,7424539,12428.9,161637.59
@IGN,IGN,,5,0,5,5,0,0,36873610,7386904,12456.47,82090.72
@SkySportsNews,Sky Sports News,England,29,0,1,4,0,24,212271507,7383819,12387.95,363850
@AnnaKendrick47,Anna Kendrick,Location: probably by the food,1,0,0,1,0,0,7342559,7342559,12353.59,13588.95
@GordonRamsay,Gordon Ramsay,,1,0,1,0,0,0,7340028,7340028,12309.47,14771.36
@iamsuperbianca,Bianca Gonzalez,Philippines,2,0,2,0,0,0,14676272,7338136,12252.83,29406.8
@paulpogba,Paul Pogba,,2,0,2,2,0,0,14650728,7325365,12219.96,32260.7
@piersmorgan,Piers Morgan,"London, Newick, LA.",46,0,17,2,0,27,332991553,7319779,12315.43,604904.38
@SamiAlJaber,سامي الجابر,"Riyadh, Kingdom of Saudi Arabia",1,0,1,0,0,0,7282968,7282968,12165.63,14598.76
@folha,Folha de S.Paulo,"São Paulo, Brazil",35,0,6,34,1,1,250023310,7242558,12108.35,462462.8
@hcapriles,Henrique Capriles R.,Venezuela,1,0,1,0,0,0,7227132,7227132,12169.41,14603.29
@WHO,World Health Organization (WHO),"Geneva, Switzerland",94,0,39,29,51,3,608290939,7182263,12201.19,696761.94
@htTweets,Hindustan Times,India,1,0,1,1,0,0,7148377,7148377,11965.55,15794.53
@PDChina,"People's Daily, China","Beijing, China",8,0,8,0,0,0,56756001,7097814,11895.07,114140.59
@ELTIEMPO,EL TIEMPO,"Bogotá, Colombia",3,0,3,3,0,0,20707922,6925152,11635.97,46146.36
@siwonchoi,Siwon Choi,"Seoul, Korea",1,0,0,1,0,0,6867768,6867768,11763.88,12940.27
@ABSCBNNews,ABS-CBN News,"Manila, Philippines",90,0,75,20,2,1,607679245,6827026,11486.1,1198379.27
@FeCastanhari,Felipe Castanhari,"Osasco, SP",9,0,5,1,0,4,60681561,6783145,11306.7,114433.49
@jccaylen,jc,,1,0,0,0,0,1,6772162,6772162,11396.6,11396.6
@lopezobrador_,Andrés Manuel,México,15,0,11,3,0,1,100883069,6755838,11393.87,198593.19
@AOC,Alexandria Ocasio-Cortez,"Bronx + Queens, NYC",15,0,0,10,2,5,99000887,6708396,11370.71,159409.32
@Estadao,Estadão,São Paulo,15,0,3,15,0,0,99178885,6679287,11282.68,191813.12
@davido,Davido,,1,0,1,0,0,0,6626460,6626460,11166.63,13399.96
@Flamengo,Flamengo (de 🏠),"Rio de Janeiro, Brasil",5,0,4,2,0,1,32981629,6609077,11124.33,67222.96
@BuzzFeed,BuzzFeed,New York,2,0,0,2,0,0,13176912,6588562,11242.13,24732.34
@KianLawley,Kian Lawley,"Los Angeles, CA",1,0,0,0,0,1,6505277,6505277,10993.67,10993.67
@FinancialTimes,Financial Times,London / New York / Hong Kong,1,0,1,1,0,0,6493883,6493883,11231.68,14825.82
@MarkRuffalo,Mark Ruffalo,NYS,2,0,0,2,0,0,12969424,6485034,11019.62,24244.24
@warriors,Golden State Warriors,"San Francisco, CA",1,0,1,0,0,0,6482764,6482764,10981.56,13177.87
@adgpi,ADG PI - INDIAN ARMY,"New Delhi, India",1,0,1,0,0,0,6461633,6461633,10875.95,13051.14
@INCIndia,Congress,"New Delhi, India",4,0,1,3,0,0,25437966,6431728,10835.7,48252.03
@Ibra_official,Zlatan Ibrahimović,,2,0,2,2,0,0,12847016,6423508,10864.72,28682.86
@jairbolsonaro,Jair M. Bolsonaro,"Brasília, Brasil",33,0,9,7,9,11,206607561,6367233,10594.7,296316.73
@Akon,AKON,,1,0,0,0,0,1,6354406,6354406,10788.32,10788.32
@RollingStone,Rolling Stone,"New York, New York",8,0,6,8,0,0,50507986,6315163,10938.44,110672.92
@brozoxmiswebs,brozo xmiswebs,,2,0,0,1,0,1,12559511,6279756,10685.37,22439.28
@dilmabr,Dilma Rousseff,Brasil,3,0,1,1,0,1,18660798,6226778,10620.36,35065
@JornalOGlobo,Jornal O Globo,,7,0,5,7,0,0,43204544,6213179,10532.67,92535.89
@naosejatrouxa,kkkkkj,ativem as notificações 🔔,1,0,1,0,0,0,6180017,6180017,8708.03,10449.64
@business,Bloomberg,New York and the World,30,0,8,30,1,0,181319969,6175109,10858.58,360890.94
@TwitterSupport,Twitter Support,Twitter HQ,1,0,0,0,0,1,6145793,6145793,10500.71,10500.71
@TheTweetOfGod,God,,1,0,0,0,0,1,6131289,6131289,8741.91,8741.91
@DeptofDefense,Department of Defense 🇺🇸,"The Pentagon, Washington, D.C.",2,0,1,2,0,0,12234153,6117080,10450.48,25290.16
@MMFlint,Michael Moore,Michigan/New York City,1,0,0,1,0,0,6107159,6107159,10570.54,11627.59
@ChouhanShivraj,Shivraj Singh Chouhan,Madhya Pradesh,17,0,7,3,0,7,102291218,6106253,10334.57,190643.9
@AJEnglish,Al Jazeera English,"Doha, Qatar",19,0,17,10,1,0,114026510,6060821,10663.31,237998.73
@elcosodelapizza,cosito de la pizza,Argentina,1,0,1,0,0,0,6057543,6057543,8558.36,10270.03
@auronplay,AuronPlay,"Valhalla, NY",7,0,5,1,0,1,40968276,6054782,10258.3,80588.71
@Mohanlal,Mohanlal,God's Own Country,2,0,1,0,0,1,11974967,5998542,10169.94,22339.86
@Residente,Residente,Puerto Rico / Argentina,1,0,0,0,0,1,5997549,5997549,10326.52,10326.52
@JackJ,J,402-LA,1,0,0,0,0,1,5928101,5928101,10123.99,10123.99
@lalioficial,Lali,Mi buenos aires querido.,1,0,0,0,0,1,5923317,5923317,10079.05,10079.05
@Jack_Septic_Eye,Jacksepticeye,Minecraft,2,0,0,1,0,1,11751464,5875732,10001.79,21003.76
@SkyNews,SkyNews,"London, UK",78,0,30,78,0,0,446274362,5866887,10157.4,917662.98
@joerogan,Joe Rogan,,1,0,0,1,0,0,5859656,5859656,10106.89,11117.58
@StephenKing,Stephen King,,6,0,0,0,0,6,34582286,5832252,10023.79,59506.33
@SenWarren,Elizabeth Warren,,40,0,3,32,6,7,230638902,5814257,10009.42,381179.8
@t3ddyyyyy,lucas olioti,,1,0,0,0,0,1,5788414,5788414,9847.88,9847.88
@FelipeCalderon,Felipe Calderón,México,16,0,2,10,0,4,91268299,5729619,9865.96,170992.42
@StateDept,Department of State,"Washington, DC",1,0,1,0,0,0,5704791,5704791,9873.42,11848.1
@10DowningStreet,UK Prime Minister,"10 Downing Street, London",10,0,7,6,0,0,56246884,5702481,9875.76,117628.7
@LewisHamilton,Lewis Hamilton,All around the World!!,1,0,1,1,0,0,5695917,5695917,9974.11,13165.83
@BETMusic,BET Music,"New York, NY",1,0,1,0,0,0,5661439,5661439,9762.85,11715.42
@gmanews,GMA News,Philippines,10,0,7,5,0,0,55904419,5640596,9673.95,114554.83
@LubaTV,Luba,comercial@lubatv.com.br,1,0,0,0,0,1,5611845,5611845,9575.54,9575.54
@KSIOlajidebt,KSI,,2,0,0,0,0,2,11129343,5579184,9483.94,19013
@StationCDRKelly,Scott Kelly,Earth,2,0,1,2,0,0,11116393,5559553,9539.96,23092.21
@El_Universal_Mx,El Universal,Centro de la Ciudad de México,11,0,5,9,1,0,59977291,5496882,9573.54,113166.36
@muftimenk,𝕄𝕦𝕗𝕥𝕚 𝕄𝕖𝕟𝕜,Zimbabwe,8,0,0,0,0,8,43677218,5464292,9355.96,74790.18
@allkpop,allkpop,Worldwide,8,0,8,8,0,0,43671223,5459373,9402.71,99286.83
@JuanManSantos,Juan Manuel Santos,Colombia,1,0,0,0,0,1,5457430,5457430,9415.54,9415.54
@TMZ,TMZ,"Los Angeles, CA",5,0,0,5,0,0,26936565,5399278,9400.79,51602.66
@iamjohnoliver,John Oliver,New York,1,0,0,1,0,0,5333650,5333650,9253.86,10179.25
@RedCross,American Red Cross,"Washington, DC",2,0,1,1,0,1,10637813,5320449,9235.77,21421.8
@booba,Booba,,3,0,2,1,0,0,15718671,5310868,9113.77,31498.3
@SkySports,Sky Sports,Leeds/London,1,0,0,0,0,1,5290541,5290541,9148.92,9148.92
@marca,MARCA,,3,0,0,3,0,0,15751783,5255602,9176.88,30258.34
@elespectador,El Espectador,"Bogotá, Colombia",3,0,2,2,0,0,15525150,5190142,8952.78,32455.64
@lequipe,L'ÉQUIPE,France,3,0,3,3,0,0,15443861,5147955,8914.3,35300.66
@GreenDay,Green Day,"East Bay, California",1,0,0,0,0,1,5076438,5076438,8877.02,8877.02
@todonoticias,TN - Todo Noticias,Argentina,7,0,3,5,0,0,34940564,5019948,8676.7,70360.2
@DollyParton,Dolly Parton,"Nashville, Tennessee",1,0,0,0,0,1,4970463,4970463,8681.22,8681.22
@ZeeNews,Zee News,India,1,0,0,1,0,0,4938089,4938089,8533.39,9386.73
@AlvaroUribeVel,Álvaro Uribe Vélez,Colombia,3,0,0,0,0,3,14774200,4925758,8607.66,25825.37
@JustinTrudeau,Justin Trudeau,Papineau,3,0,0,3,1,1,14524937,4924575,8600.93,19752.52
@ElNacionalWeb,El Nacional,Caracas - Venezuela,2,0,1,2,0,0,9828671,4914336,8542.9,20673.8
@manuginobili,Manu Ginobili,San Antonio / Bahia Blanca,1,0,1,0,0,0,4908807,4908807,8549.92,10259.9
@ANCALERTS,ABS-CBN News Channel,Philippines,20,0,15,4,0,1,97270530,4901375,8513.5,197826.83
@VanityFair,VANITY FAIR,"New York, NY",2,0,1,2,0,0,9784176,4892349,8593.62,20797.61
@MumbaiPolice,Mumbai Police,"Mumbai, India",4,0,4,0,0,0,19506533,4881147,8396.56,40405.9
@jonasbrothers,Jonas Brothers,,1,0,0,0,0,1,4836754,4836754,8668.45,8668.45
@SBTonline,SBT (de 🏠),,1,0,1,1,0,0,4808862,4808862,8346.37,11017.21
@proceso,Proceso,México,3,0,0,3,0,0,14416822,4808595,8418.89,27766.75
@cuttolipta,cuttO,www.facebook.com/lipta,1,0,1,0,0,0,4792821,4792821,8289.27,9947.12
@DonaldJTrumpJr,Donald Trump Jr.,,43,0,4,33,0,6,200455488,4774239,8350.25,384938.16
@Suhelseth,SUHEL SETH,,2,0,0,0,0,2,9547513,4773871,8264.38,16529.15
@recordtvoficial,Record TV,,1,0,1,0,0,0,4770849,4770849,8277.19,9932.63
@TimTebow,Tim Tebow,,1,0,0,0,0,1,4753994,4753994,8322.67,8322.67
@JoeBiden,Joe Biden,"Wilmington, DE",42,0,11,17,0,15,192197864,4752649,8349.67,370565.93
@globoesportecom,globoesportecom (de 🏠),Brasil,3,0,3,3,0,0,14213673,4745404,8282.77,32753.35
@YUVSTRONG12,yuvraj singh,"Mumbai, India",1,0,0,0,0,1,4740388,4740388,8290.66,8290.66
@seanhannity,Sean Hannity,NYC,34,0,0,34,1,0,158550949,4705833,8300.45,300756.82
@SkySportsPL,Sky Sports Premier League,London,3,0,0,2,0,1,14037072,4700708,8223.81,26204.03
@EmmanuelMacron,Emmanuel Macron,France,2,0,1,0,0,1,9373302,4686661,8195.15,18029.29
@ncbn,N Chandrababu Naidu #StayHomeSaveLives,"Amaravati, Andhra Pradesh",2,0,2,0,0,0,9140700,4600784,7989.23,19058.97
@paulkrugman,Paul Krugman,New York City,8,0,1,5,0,2,36628540,4585873,8238.09,71661.59
@Mike_Pence,Mike Pence,,37,0,25,6,0,7,163768892,4569610,8003.82,331476.84
@LucasRanngel,Lucas Rangel,"Belo Horizonte, Minas",1,0,0,0,0,1,4543302,4543302,7905.15,7905.15
@Pontifex_pt,Papa Francisco,Cidade do Vaticano,1,0,0,0,0,1,4514304,4514304,7861.48,7861.48
@Milenio,Milenio.com,México,1,0,1,1,0,0,4514165,4514165,7971.58,10522.49
@rahulkanwal,Rahul Kanwal,India Today Mediaplex,10,0,4,1,0,5,44491390,4467232,7788.75,84597.97
@CoryBooker,Cory Booker,"Newark, NJ",1,0,0,0,0,1,4464204,4464204,7897.92,7897.92
@sudhirchaudhary,Sudhir Chaudhary,"ÜT: 28.562395,77.33867",10,0,4,0,0,6,42738343,4457805,7764.78,80763.08
@RevistaSemana,Revista Semana,Colombia,4,0,2,4,0,0,17675969,4439484,7811.43,37655.09
@jack,jack 🌍🌏🌎,,1,0,0,0,0,1,4410286,4410286,7902.33,7902.33
@F1,Formula 1,Great Britain,5,0,1,4,0,0,21996460,4409021,7847.46,43916.74
@RailMinIndia,Ministry of Railways,"New Delhi, India",1,0,0,0,0,1,4381190,4381190,7648.15,7648.15
@SpeakerPelosi,Nancy Pelosi,San Francisco,31,0,8,11,3,9,129926047,4377592,7777,234527.08
@PressSec,Stephanie Grisham,"Washington, D.C.",28,0,7,5,0,16,120891870,4347795,7654.53,227443.77
@MariaCorinaYA,María Corina Machado,Venezuela,2,0,1,0,0,1,8693590,4347036,7652.61,16834.83
@SaoPauloFC,São Paulo FC (de 🏠),São Paulo,1,0,1,1,0,0,4323415,4323415,7588.28,10016.53
@ChinaDaily,China Daily,"Beijing, China",4,0,4,0,0,0,17238341,4316416,7581.51,36338.11
@tonyhawk,Tony Hawk,San Diego & world at large,1,0,0,0,0,1,4285598,4285598,7610.62,7610.62
@LilNasX,nope,la,1,0,0,0,0,1,4264815,4264815,7465.66,7465.66
@frasesdebebada,Bêbada,bar,1,0,1,0,0,0,4257722,4257722,6216.99,7460.39
@Snowden,Edward Snowden,,1,0,0,1,0,0,4238577,4238577,7592.74,8352.01
@DeniseDresserG,Denise Dresser,Ciudad de México,10,0,2,7,0,1,42135115,4221393,7431.94,82352.49
@RajatSharmaLive,Rajat Sharma,Delhi,9,0,0,1,0,8,36593357,4203604,7358.57,64987.01
@GloboNews,GloboNews,Brasil,1,0,1,1,0,0,4184450,4184450,7364.75,9721.47
@FallonTonight,Fallon Tonight,Weeknights 11:35/10:35c,1,0,1,0,0,0,4181936,4181936,7398.3,8877.96
@DONJAZZY,ITS DONJAZZY AGAIN😉,MAVIN HQ,2,0,0,0,0,2,8349975,4179677,7333.11,14651.28
@sambitswaraj,Sambit Patra,Delhi,4,0,2,2,0,0,16146270,4178568,7320,32629.54
@SriSri,Sri Sri Ravi Shankar,"Bengaluru, India",2,0,0,0,0,2,8304965,4153404,7290.33,14577.72
@Eyaaaad,إيـاد الحمود,Riyadh - Khobar,1,0,0,1,0,0,4152092,4152092,6091.26,6700.39
@politico,POLITICO,"Washington, D.C.",11,0,1,11,0,0,45297626,4135010,7567.09,92881.96
@Dev_Fadnavis,Devendra Fadnavis,"Maharashtra State,India",2,0,2,0,0,0,8222171,4130515,7183.94,17315.68
@GretaThunberg,Greta Thunberg,Sverige,5,0,2,1,0,2,20606246,4130293,7280.99,40076.25
